ATOM,X,Y,Z,MAGNETIC_MOMENT
N79,24.11122,6.4789,8.29055,3.0
N80,21.15631,8.40507,7.34407,-2.0
N81,24.75146,10.43265,7.57739,0.0
N82,23.44476,8.52704,7.77265,8.0
N83,22.26902,5.17722,8.27431,5.0
N84,27.00306,10.18486,7.94796,-1.0
N85,32.6086,6.09858,9.91028,0.0
N86,33.11463,10.06676,8.94281,0.0
N87,29.40381,8.35388,8.71742,0.0
N88,30.72339,10.2395,8.69958,0.0
N89,34.03701,8.04994,9.64426,0.0
N90,30.37725,6.21814,9.26079,0.0
N91,31.72192,8.16049,9.1753,0.0
N92,19.03846,7.33643,5.57055,15.0
N93,28.56047,0.3929,7.486,0.0
N94,29.01454,4.45837,7.61498,0.0
N95,25.33923,2.82517,8.29918,0.0
N96,26.75345,4.65822,8.41798,0.0
N97,29.89366,2.3688,7.16068,0.0
N98,26.27446,0.62483,7.8315,0.0
N99,27.63803,2.54883,7.82557,0.0
N100,28.17752,6.44231,8.50399,0.0
N101,24.02706,0.96187,8.22766,0.0
N102,32.12614,12.07163,8.43964,0.0
N103,20.11604,21.80786,9.23624,2.0
N104,18.10881,15.77124,7.06701,15.0
N105,18.69181,11.93407,5.88438,16.0
N106,21.3341,13.38484,7.96664,72.0
N107,17.22951,13.87835,5.78175,59.0
N108,20.1996,15.543,8.10375,46.0
N109,19.35332,13.8427,6.79647,-3.0
N110,33.88232,15.47633,9.87596,0.0
N111,22.34202,21.40149,8.69864,0.0
N112,21.63492,17.42683,9.32561,4.0
N113,25.34048,18.68303,8.0979,1.0
N114,23.88268,16.94106,8.59285,1.0
N115,20.85635,19.61907,9.33924,2.0
N116,24.53712,20.95925,8.17102,1.0
N117,23.11016,19.16918,8.73893,1.0
N118,22.36043,15.24328,8.8871,6.0
N119,26.70915,20.49425,7.64668,0.0
N120,34.1638,18.62718,10.31993,0.0
N121,33.1953,21.94793,8.04026,0.0
N122,30.87493,21.20501,8.27075,0.0
N123,0.84326,20.58095,8.99167,0.0
N124,31.76221,18.34474,10.33268,0.0
N125,32.66154,20.16919,9.39898,0.0
N126,18.00598,18.06049,8.96509,1.0
N127,29.93604,12.55183,7.7313,0.0
N128,30.59714,16.44286,8.86306,0.0
N129,28.16456,16.74392,8.72963,0.0
N130,31.46616,14.25671,8.57171,0.0
N131,27.63195,13.33633,7.52788,0.0
N132,29.21398,14.6843,8.33325,0.0
N133,29.575,18.45904,9.36511,0.0
C134,25.76977,14.79173,7.64899,0.0
C135,33.27252,3.93612,6.81808,0.0
C136,2.43146,0.84342,7.79366,0.0
C137,3.35047,4.38212,8.03999,0.0
C138,1.31586,4.59598,7.35032,0.0
C139,0.68539,2.22816,7.22424,0.0
C140,2.8759,3.03225,7.84097,0.0
C141,5.28508,9.37479,9.36361,0.0
C142,5.30772,5.73194,8.84942,0.0
C143,9.25411,7.71427,9.98018,0.0
C144,7.37298,8.92313,9.74627,0.0
C145,5.42071,7.94026,9.18487,0.0
C146,7.38572,6.50843,9.43592,0.0
C147,33.78616,6.76412,9.9808,0.0
C148,14.92006,11.17284,7.01013,11.0
C149,13.4931,8.00447,5.81289,99.0
C150,15.57874,7.66292,5.37657,53.0
C151,16.5256,9.65001,6.41309,-7.0
C152,14.15775,9.22668,6.19479,73.0
C153,13.30498,2.16686,7.64533,0.0
C154,11.87894,6.32707,6.47399,7.0
C155,8.86608,2.93333,6.90865,0.0
C156,11.0702,2.49745,7.35447,0.0
C157,12.66445,4.30695,7.1532,0.0
C158,10.29173,4.70604,6.66081,1.0
C159,1.0379,14.94956,9.76704,0.0
C160,3.89424,11.42397,9.24863,0.0
C161,5.52347,15.66515,9.46634,0.0
C162,3.28764,15.35812,9.76497,0.0
C163,2.36921,13.11559,9.39917,0.0
C164,4.78043,13.50144,9.36157,0.0
C165,4.58643,21.80432,8.11482,0.0
C166,6.64515,17.82473,8.92592,0.0
C167,9.12462,21.44817,7.6544,0.0
C168,6.85319,21.72647,7.87873,0.0
C169,5.56098,19.77912,8.55477,0.0
C170,7.96445,19.57219,8.27368,0.0
C171,1.05178,19.42856,9.73035,0.0
C172,14.91491,22.81435,7.82862,1.0
C173,13.37079,18.7627,7.57898,10.0
C174,14.77359,18.88416,7.95114,6.0
C175,16.08624,20.91345,8.3309,0.0
C176,13.82235,20.892,7.45011,4.0
C177,13.63943,13.18766,7.77649,0.0
C178,12.03735,16.54511,8.04925,-2.0
C179,9.3413,13.31003,9.25264,0.0
C180,11.53339,13.07581,8.6347,0.0
C181,12.60653,15.19292,8.03824,-5.0
C182,10.41283,15.23667,8.68884,-1.0
C183,17.60215,4.12905,7.60735,-1.0
C184,19.57753,0.29527,9.09041,3.0
C185,21.2601,4.25326,8.39745,23.0
C186,19.8296,4.10444,8.11773,13.0
C187,18.39482,2.14039,8.43969,-1.0
C188,20.7608,2.19518,8.96175,10.0
C189,21.30581,9.77114,7.12558,8.0
C190,22.74967,6.44511,8.06316,-8.0
C191,25.8027,9.60396,7.90425,0.0
C192,23.5544,9.87765,7.50423,1.0
C193,22.27943,7.7865,7.69722,-8.0
C194,24.52833,7.72377,8.10743,-4.0
C195,17.81109,7.86623,5.69532,4.0
C196,31.97033,10.72061,8.69253,0.0
C197,29.38537,7.00866,8.83153,0.0
C198,31.56866,6.78859,9.46286,0.0
C199,32.99514,8.77266,9.25695,0.0
C200,30.59543,8.93372,8.86988,0.0
C201,29.71691,1.0333,7.30268,0.0
C202,27.98179,5.1159,8.17445,0.0
C203,25.23972,1.48395,8.11078,0.0
C204,27.4795,1.15847,7.70291,0.0
C205,28.86579,3.14222,7.5134,0.0
C206,26.53682,3.36389,8.17821,0.0
C207,17.17709,15.14203,6.28789,4.0
C208,19.84273,11.71262,6.59078,82.0
C209,21.22258,14.69822,8.30018,9.0
C210,19.21403,15.08926,7.32982,-6.0
C211,18.35575,13.21125,6.07159,48.0
C212,20.3325,12.94252,7.19187,79.0
C213,21.1588,20.92399,9.09497,0.0
C214,22.62444,16.61213,8.95458,1.0
C215,25.50165,20.02624,7.98132,0.0
C216,23.33502,20.53758,8.53634,0.0
C217,21.83819,18.73521,9.15226,0.0
C218,24.1511,18.25303,8.48468,0.0
C219,16.94368,18.80377,8.65498,0.0
C220,31.8534,22.06379,7.89355,0.0
C221,30.80903,19.02245,9.64311,0.0
C222,32.91282,19.00292,10.1043,0.0
C223,33.63443,20.92904,8.79463,0.0
C224,31.33165,20.22143,9.04485,0.0
C225,31.11058,12.98668,8.22859,0.0
C226,29.43783,17.14499,8.98443,0.0
C227,27.07561,14.55039,7.82737,0.0
C228,28.94331,13.43346,7.83024,0.0
C229,30.46974,15.15241,8.59034,0.0
H230,28.08079,15.47166,8.33806,0.0
H231,15.28904,1.72118,7.97233,0.0
H232,16.67615,5.64089,6.57877,0.0
H233,11.08703,6.83324,10.20286,0.0
H234,11.42159,8.27504,5.99847,2.0
H235,1.70512,6.42902,10.28785,0.0
H236,6.88069,3.05182,6.5197,0.0
H237,3.24694,9.50001,9.11121,0.0
H238,0.64802,5.07125,10.60601,0.0
H239,15.62689,4.33389,7.13564,0.0
H240,5.17149,3.75033,8.62797,0.0
H241,7.4432,1.45567,7.06808,0.0
H242,11.05247,8.58718,10.38272,0.0
H243,15.57687,13.08152,7.07856,0.0
H244,15.9151,16.65339,6.6796,0.0
H245,11.13004,21.39754,7.38646,0.0
H246,11.49887,18.32181,7.57947,0.0
H247,3.05983,19.51304,9.34946,0.0
H248,7.34463,13.25862,9.61087,0.0
H249,2.54636,21.80813,8.12716,0.0
H250,2.47038,18.07052,10.20113,0.0
H251,15.2587,15.37802,5.69363,0.0
H252,7.52008,15.97872,9.14432,0.0
H253,8.16788,11.69842,9.69972,0.0
H254,9.79255,0.11317,7.28839,0.0
H255,31.73306,0.94973,7.09771,0.0
H256,31.76766,5.25545,6.57082,0.0
H257,27.83872,9.63548,8.18468,0.0
H258,27.33898,7.05952,8.48716,0.0
H259,19.78961,7.66586,6.19567,0.0
H260,23.26792,1.58563,8.50965,0.0
H261,19.27164,9.79771,6.6394,1.0
H262,19.06871,6.36522,5.28179,0.0
H263,31.27825,3.5703,6.60802,0.0
H264,23.12177,4.65226,8.5428,0.0
H265,24.4961,22.84822,8.16812,0.0
H266,27.08676,11.17973,7.72552,0.0
H267,33.05287,12.45149,8.66288,0.0
H268,33.82206,16.47429,10.09213,0.0
H269,27.4385,19.84211,7.38854,0.0
H270,28.75279,19.04843,9.26674,0.0
H271,18.89339,18.52916,9.16292,0.0
H272,25.30936,15.66784,7.93076,0.0
H273,19.17183,21.40093,9.25351,0.0
H274,18.02609,17.09758,8.61939,0.0
H275,33.05163,14.96282,9.55858,0.0
H276,23.17718,14.63851,8.83751,0.0
H277,25.21308,14.04022,7.2537,0.0
H278,26.86457,21.51607,7.60688,0.0
