ATOM,X,Y,Z,MAGNETIC_MOMENT
N65,9.81556,17.34708,7.56008,33.0
N66,12.95374,15.48335,8.01536,85.0
N67,9.40474,13.4323,8.51096,14.0
N68,10.616,15.33001,7.97961,2.0
N69,11.55943,18.75681,7.56258,22.0
N70,7.12715,13.54777,8.21,23.0
N71,30.82967,0.47817,8.72777,3.0
N72,19.95904,10.8341,8.10725,5.0
N73,17.86506,4.9378,8.07844,1.0
N74,18.42147,0.88627,8.08306,3.0
N75,21.57117,3.40931,8.72877,7.0
N76,20.75597,1.25039,8.56374,3.0
N77,16.96136,2.68893,7.9547,0.0
N78,20.11696,5.30995,8.41155,8.0
N79,19.27955,3.0791,8.29292,6.0
N80,32.68885,4.24257,9.76101,21.0
N81,22.23292,10.80542,7.70723,61.0
N82,25.72523,8.72667,8.46011,98.0
N83,24.17983,6.88962,8.74459,34.0
N84,21.04272,8.76619,8.34613,86.0
N85,24.589,10.81228,7.81295,14.0
N86,23.38104,8.90982,8.33533,2.0
N87,22.42085,5.49575,8.82863,21.0
N88,26.87061,10.68603,8.07505,23.0
N89,32.98028,7.42685,9.45106,0.0
N90,32.58748,11.33092,8.24176,0.0
N91,29.27731,9.04239,8.93976,0.0
N92,30.20362,11.1166,8.51251,0.0
N93,0.05322,9.5016,8.65133,0.0
N94,30.69097,7.18544,9.5194,0.0
N95,31.62748,9.26864,8.8801,0.0
N96,18.09793,7.77607,8.45533,0.0
N97,28.53227,0.84101,8.53032,1.0
N98,29.30617,4.79736,9.27497,1.0
N99,25.42178,3.50955,8.86646,0.0
N100,26.93233,5.24155,9.20735,0.0
N101,30.07519,2.61068,9.07197,1.0
N102,26.2851,1.30205,8.3795,0.0
N103,27.75625,3.05174,8.91247,1.0
N104,28.37254,6.97455,9.28322,0.0
N105,24.04063,1.72969,8.37111,0.0
N106,31.25184,13.16907,8.04924,0.0
N107,19.76712,23.47763,8.26254,0.0
N108,18.15536,16.71994,7.81668,0.0
N109,18.57715,12.64639,7.924,2.0
N110,21.82999,15.09542,8.43299,0.0
N111,20.91702,12.96104,8.42552,3.0
N112,17.16164,14.50659,7.82389,1.0
N113,20.42357,16.99617,8.04455,0.0
N114,19.50448,14.81205,8.07353,1.0
N115,32.69682,16.62153,7.06372,0.0
N116,22.0823,23.33149,7.92305,0.0
N117,21.69313,19.30895,8.5097,0.0
N118,25.42993,20.9329,8.00162,0.0
N119,24.07136,19.04649,8.20996,0.0
N120,20.73738,21.41087,8.42694,0.0
N121,24.36766,23.10493,7.74867,0.0
N122,23.07251,21.18388,8.13238,0.0
N123,22.73239,17.21041,8.35307,0.0
N124,26.62278,22.91242,7.77871,0.0
N125,32.9807,19.58101,6.48366,99.0
N126,32.25758,23.33492,8.03675,62.0
N127,29.91857,22.61892,8.27603,72.0
N128,33.8466,21.76027,7.23176,18.0
N129,30.61021,19.31799,6.84696,36.0
N130,31.5825,21.2554,7.33614,1.0
N131,18.39163,19.68254,8.24409,1.0
N132,28.9437,13.38556,7.74704,1.0
N133,29.42995,17.41279,8.21765,5.0
N134,25.64914,15.82983,7.99434,4.0
N135,27.05131,17.71492,7.96923,9.0
N136,30.35073,15.28361,8.15846,1.0
N137,26.66137,13.64121,7.69268,1.0
N138,28.00508,15.55329,7.96323,4.0
N139,28.49025,19.5261,7.85672,24.0
C140,24.41282,13.85915,7.89417,1.0
C141,0.01029,3.79486,9.57311,0.0
C142,3.06028,0.73397,8.06415,14.0
C143,4.29439,4.16537,8.85201,91.0
C144,2.22982,4.27837,9.50876,43.0
C145,1.39052,2.11623,8.82648,-8.0
C146,3.7186,2.83933,8.57927,98.0
C147,3.88275,10.28715,8.26187,0.0
C148,5.68187,6.09981,8.30309,9.0
C149,8.40669,9.78251,8.47247,0.0
C150,6.13264,10.08125,8.50539,0.0
C151,4.71931,8.1481,8.15808,1.0
C152,7.14105,7.86017,8.33659,2.0
C153,0.11954,8.20754,9.08522,0.0
C154,14.16004,12.02759,8.21778,2.0
C155,12.40254,7.82667,7.94614,0.0
C156,14.65433,8.04236,8.19421,0.0
C157,15.62426,10.27762,8.35091,1.0
C158,13.21836,9.97535,7.99576,1.0
C159,13.07166,1.52119,8.11529,0.0
C160,11.18062,5.65383,7.88443,0.0
C161,8.55406,1.97752,8.5503,0.0
C162,10.82676,1.6973,8.44901,0.0
C163,12.18019,3.62421,7.90444,0.0
C164,9.76891,3.8867,8.18678,0.0
C165,-0.03154,16.04739,7.15317,0.0
C166,2.67171,12.44214,7.95313,0.0
C167,4.4934,16.5143,7.04784,0.0
C168,2.23256,16.32462,6.9704,0.0
C169,1.23938,14.19532,7.64728,0.0
C170,3.65684,14.42587,7.46673,0.0
C171,4.25783,22.92844,7.63378,2.0
C172,5.7839,18.66111,7.11716,0.0
C173,8.72166,22.04078,8.00548,0.0
C174,6.4776,22.53179,7.89625,0.0
C175,4.9364,20.75879,7.30154,1.0
C176,7.33676,20.29457,7.47513,0.0
C177,0.06909,20.4762,6.76046,0.0
C178,14.30899,23.76068,8.03426,1.0
C179,12.68679,19.51069,7.70688,10.0
C180,14.9241,19.78072,7.96197,1.0
C181,15.81796,22.05028,8.1384,0.0
C182,13.42602,21.68331,7.82983,3.0
C183,12.85222,14.14525,8.31191,7.0
C184,11.16922,17.43278,7.66675,93.0
C185,8.29211,14.17701,8.17801,-1.0
C186,10.5823,14.02851,8.40033,-8.0
C187,11.76214,16.1134,7.91211,93.0
C188,9.47072,16.07531,7.76942,37.0
C189,16.83423,4.04732,7.96044,0.0
C190,19.68571,0.48818,8.29558,1.0
C191,21.29987,4.73952,8.64306,10.0
C192,19.08046,4.46869,8.25663,1.0
C193,18.18532,2.19856,8.10673,0.0
C194,20.55901,2.56621,8.53587,3.0
C195,21.14274,10.1058,8.05538,7.0
C196,22.82391,6.81134,8.66839,93.0
C197,25.70401,10.06021,8.12018,-1.0
C198,23.41176,10.21761,7.93342,-8.0
C199,22.23339,8.13237,8.42834,93.0
C200,24.52652,8.16061,8.52968,37.0
C201,16.91539,8.37668,8.39919,0.0
C202,31.33022,11.80375,8.2688,0.0
C203,29.51582,7.74549,9.25061,0.0
C204,31.77741,7.93605,9.30025,0.0
C205,32.76468,10.05439,8.58183,0.0
C206,30.34912,9.82435,8.78043,0.0
C207,29.74579,1.32343,8.78375,2.0
C208,28.22549,5.59822,9.26711,0.0
C209,25.26864,2.19765,8.54569,0.0
C210,27.51551,1.71088,8.60511,0.0
C211,29.07182,3.49838,9.10015,1.0
C212,26.66494,3.95503,9.00368,0.0
C213,17.09113,15.86432,7.7834,0.0
C214,19.8323,12.21973,8.14605,2.0
C215,21.5979,16.41981,8.2781,0.0
C216,19.35314,16.19961,7.97452,0.0
C217,18.37322,13.9652,7.94281,1.0
C218,20.77458,14.2745,8.31754,0.0
C219,20.92854,22.73234,8.20731,0.0
C220,22.81507,18.59209,8.35165,0.0
C221,25.45442,22.2831,7.85028,0.0
C222,23.18108,22.56566,7.92483,0.0
C223,21.81504,20.62126,8.3624,0.0
C224,24.23095,20.3652,8.11787,0.0
C225,17.17862,20.20214,8.17634,0.0
C226,30.94286,23.5201,8.31675,14.0
C227,29.7058,20.09651,7.48684,91.0
C228,31.76876,19.99417,6.82233,43.0
C229,32.61087,22.14494,7.53565,-8.0
C230,30.28331,21.41907,7.78002,99.0
C231,30.11848,13.96121,7.98465,0.0
C232,28.32331,18.15034,8.0146,9.0
C233,25.59132,14.47025,7.86398,0.0
C234,27.8639,14.16994,7.79094,0.0
C235,29.28635,16.09992,8.12019,1.0
H236,26.8612,16.39181,7.98782,2.0
H237,15.11475,1.30122,8.00114,0.0
H238,15.53515,5.58879,7.93084,0.0
H239,10.4674,9.90191,8.25158,0.0
H240,10.34856,7.50558,7.94491,0.0
H241,2.14517,8.08978,8.76981,0.0
H242,6.49693,1.77474,8.42819,0.0
H243,1.83455,10.59125,8.2152,0.0
H244,1.32862,6.65465,9.47732,0.0
H245,14.79687,3.95854,7.77172,0.0
H246,6.39154,4.19451,8.45613,2.0
H247,7.44228,0.31791,8.64861,0.0
H248,9.58673,11.42097,8.54262,0.0
H249,14.94463,13.88969,8.24038,0.0
H250,15.9233,17.49611,7.77135,0.0
H251,10.76742,21.91728,8.02223,0.0
H252,10.71108,19.33215,7.45948,0.0
H253,2.11958,20.60226,6.81722,0.0
H254,6.27665,14.05115,7.92864,0.0
H255,2.27345,23.3017,7.55351,0.0
H256,1.43567,19.03031,6.38101,0.0
H257,15.00505,15.98975,7.71148,0.0
H258,6.51305,16.76712,7.22372,0.0
H259,7.10606,12.54222,8.4386,0.0
H260,10.05263,23.49917,8.44037,0.0
H261,31.73322,0.95486,8.81127,0.0
H262,32.55972,5.24368,9.92737,0.0
H263,27.72318,10.17866,8.34382,0.0
H264,27.49336,7.48799,9.11372,0.0
H265,19.00337,8.24663,8.51363,0.0
H266,23.22109,2.33025,8.52419,0.0
H267,19.04925,10.35813,8.1353,0.0
H268,18.08441,6.74764,8.34307,0.0
H269,31.87979,3.66284,9.5165,0.0
H270,23.26257,4.92136,8.97608,0.0
H271,23.93097,0.74364,8.11664,0.0
H272,26.89143,11.69351,7.85751,0.0
H273,32.16667,13.65364,7.99885,0.0
H274,32.67882,17.60478,6.77205,0.0
H275,27.51186,22.47606,8.00448,0.0
H276,27.61008,20.05644,7.88869,2.0
H277,19.21702,20.29138,8.35227,0.0
H278,23.5308,14.3506,8.1048,0.0
H279,18.88261,22.94635,8.26784,0.0
H280,18.4828,18.66402,8.13529,0.0
H281,31.86065,16.15963,7.45341,0.0
H282,23.65374,16.74214,8.31958,0.0
H283,24.40983,12.83251,7.80515,0.0
H284,26.56652,23.94186,7.84918,0.0
